Fragment_length	Missing_sites	CCGG-CCGG	CCGG-GCGC	GCGC-GCGC	Sum
4439	0	21	25	9	55
4440	0	23	25	7	55
4441	0	18	27	5	50
4442	0	17	23	13	53
4443	0	15	12	7	34
4444	0	16	30	7	53
4445	0	28	25	12	65
4446	0	21	33	10	64
4447	0	20	22	9	51
4448	0	23	24	10	57
4449	0	16	25	7	48
4450	0	13	30	13	56
4451	0	15	22	7	44
4452	0	26	19	10	55
4453	0	23	33	8	64
4454	0	17	22	4	43
4455	0	14	20	6	40
4456	0	23	23	13	59
4457	0	16	24	12	52
4458	0	17	27	7	51
4459	0	14	26	14	54
4460	0	22	15	8	45
4461	0	14	25	9	48
4462	0	27	28	4	59
4463	0	23	11	10	44
4464	0	20	22	12	54
4465	0	19	28	10	57
4466	0	17	19	9	45
4467	0	20	31	10	61
4468	0	23	18	7	48
4469	0	20	31	9	60
4470	0	15	16	8	39
4471	0	18	27	18	63
4472	0	20	23	7	50
4473	0	15	28	3	46
4474	0	16	23	5	44
4475	0	17	23	5	45
4476	0	24	24	10	58
4477	0	16	31	9	56
4478	0	18	18	10	46
4479	0	16	21	7	44
4480	0	20	24	5	49
4481	0	15	39	10	64
4482	0	15	14	6	35
4483	0	19	18	5	42
4484	0	22	29	6	57
4485	0	16	20	12	48
4486	0	16	13	10	39
4487	0	18	24	10	52
4488	0	25	33	13	71
4489	0	19	21	9	49
4490	0	18	29	8	55
4491	0	18	20	5	43
4492	0	22	20	8	50
4493	0	26	29	10	65
4494	0	15	26	4	45
4495	0	22	28	15	65
4496	0	14	22	5	41
4497	0	20	22	7	49
4498	0	17	23	3	43
4499	0	15	32	4	51
4500	0	14	17	13	44
4501	0	18	22	4	44
4502	0	16	31	7	54
4503	0	26	25	9	60
4504	0	17	26	5	48
4505	0	19	25	14	58
4506	0	21	23	12	56
4507	0	19	19	11	49
4508	0	24	23	10	57
4509	0	19	22	11	52
4510	0	15	34	5	54
4511	0	17	25	9	51
4512	0	13	18	8	39
4513	0	19	17	7	43
4514	0	14	25	3	42
4515	0	15	18	10	43
4516	0	16	22	4	42
4517	0	15	19	6	40
4518	0	15	19	8	42
4519	0	16	24	13	53
4520	0	18	16	8	42
4521	0	22	21	11	54
4522	0	12	26	5	43
4523	0	14	30	9	53
4524	0	19	25	11	55
4525	0	27	33	16	76
4526	0	15	22	8	45
4527	0	19	23	4	46
4528	0	23	21	7	51
4529	0	14	20	12	46
4530	0	10	17	4	31
4531	0	13	14	8	35
4532	0	31	26	12	69
4533	0	20	23	5	48
4534	0	17	21	7	45
4535	0	28	20	3	51
4536	0	11	27	8	46
4537	0	23	28	9	60
4538	0	26	26	12	64
4539	0	24	17	8	49
4540	0	22	29	13	64
4541	0	17	22	5	44
4542	0	24	35	5	64
4543	0	8	29	9	46
4544	0	12	22	4	38
4545	0	18	19	6	43
4546	0	20	22	6	48
4547	0	16	22	4	42
4548	0	26	26	10	62
4549	0	19	25	7	51
4550	0	19	17	11	47
4551	0	24	24	6	54
4552	0	18	15	10	43
4553	0	12	26	9	47
4554	0	17	18	6	41
4555	0	27	25	4	56
4556	0	20	16	4	40
4557	0	21	16	6	43
4558	0	17	20	6	43
4559	0	17	15	11	43
4560	0	18	22	8	48
4561	0	23	26	10	59
4562	0	19	29	10	58
4563	0	27	25	9	61
4564	0	22	28	12	62
4565	0	21	27	10	58
4566	0	22	17	9	48
4567	0	18	21	8	47
4568	0	13	19	6	38
4569	0	15	28	12	55
4570	0	19	21	7	47
4571	0	25	30	9	64
4572	0	24	28	7	59
4573	0	25	26	3	54
4574	0	27	28	7	62
4575	0	19	28	13	60
4576	0	10	25	5	40
4577	0	27	14	7	48
4578	0	18	24	6	48
4579	0	24	31	5	60
4580	0	19	24	7	50
4581	0	22	28	5	55
4582	0	23	19	8	50
4583	0	15	19	11	45
4584	0	13	19	2	34
4585	0	19	27	8	54
4586	0	14	19	4	37
4587	0	16	33	8	57
4588	0	22	19	11	52
4589	0	18	24	6	48
4590	0	16	22	7	45
4591	0	14	19	9	42
4592	0	23	21	8	52
4593	0	13	22	5	40
4594	0	12	26	9	47
4595	0	24	22	7	53
4596	0	23	17	5	45
4597	0	19	28	5	52
4598	0	12	22	8	42
4599	0	12	24	10	46
4600	0	15	15	14	44
4601	0	19	18	6	43
4602	0	25	20	5	50
4603	0	10	24	7	41
4604	0	17	34	6	57
4605	0	20	28	8	56
4606	0	14	16	3	33
4607	0	14	19	6	39
4608	0	16	19	6	41
4609	0	24	24	9	57
4610	0	16	27	2	45
4611	0	24	25	9	58
4612	0	15	27	4	46
4613	0	22	21	8	51
4614	0	23	34	6	63
4615	0	9	20	2	31
4616	0	16	20	7	43
4617	0	18	27	4	49
4618	0	11	25	9	45
4619	0	18	19	5	42
4620	0	14	25	9	48
4621	0	15	26	3	44
4622	0	35	21	8	64
4623	0	20	23	6	49
4624	0	23	18	10	51
4625	0	11	22	5	38
4626	0	12	23	10	45
4627	0	15	25	6	46
4628	0	20	19	7	46
4629	0	22	27	8	57
4630	0	22	30	8	60
4631	0	15	15	4	34
4632	0	15	24	2	41
4633	0	20	27	4	51
4634	0	15	30	6	51
4635	0	23	30	3	56
4636	0	21	16	13	50
4637	0	14	30	9	53
4638	0	18	23	8	49
4639	0	16	21	5	42
4640	0	20	25	4	49
4641	0	18	18	9	45
4642	0	18	20	5	43
4643	0	14	19	10	43
4644	0	15	24	1	40
4645	0	10	24	8	42
4646	0	22	17	10	49
4647	0	17	15	11	43
4648	0	14	17	6	37
4649	0	19	19	8	46
4650	0	23	22	6	51
4651	0	20	32	7	59
4652	0	17	26	5	48
4653	0	21	21	3	45
4654	0	18	19	6	43
4655	0	10	26	7	43
4656	0	17	20	5	42
4657	0	24	24	4	52
4658	0	25	24	10	59
4659	0	26	14	5	45
4660	0	20	21	11	52
4661	0	18	24	3	45
4662	0	18	22	5	45
4663	0	9	24	5	38
4664	0	25	12	6	43
4665	0	17	21	7	45
4666	0	21	29	6	56
4667	0	7	22	6	35
4668	0	19	15	6	40
4669	0	18	18	8	44
4670	0	15	31	13	59
4671	0	23	22	7	52
4672	0	22	21	6	49
4673	0	10	16	5	31
4674	0	11	33	9	53
4675	0	23	19	4	46
4676	0	16	21	9	46
4677	0	13	27	6	46
4678	0	21	15	3	39
4679	0	17	24	7	48
4680	0	16	17	6	39
4681	0	14	19	7	40
4682	0	16	22	6	44
4683	0	20	21	7	48
4684	0	19	22	6	47
4685	0	26	21	5	52
4686	0	20	24	5	49
4687	0	13	18	11	42
4688	0	17	23	12	52
4689	0	18	28	4	50
4690	0	23	25	9	57
4691	0	19	15	9	43
4692	0	14	18	6	38
4693	0	22	17	5	44
4694	0	14	10	10	34
4695	0	22	16	7	45
4696	0	13	21	10	44
4697	0	16	19	3	38
4698	0	11	19	5	35
4699	0	15	19	10	44
4700	0	14	21	6	41
4701	0	26	23	7	56
4702	0	15	19	5	39
4703	0	15	22	9	46
4704	0	19	23	8	50
4705	0	11	24	5	40
4706	0	20	20	8	48
4707	0	9	19	8	36
4708	0	25	16	8	49
4709	0	18	26	8	52
4710	0	17	16	6	39
4711	0	20	29	12	61
4712	0	17	31	9	57
4713	0	21	17	4	42
4714	0	23	21	5	49
4715	0	22	26	6	54
4716	0	17	23	7	47
4717	0	13	17	6	36
4718	0	16	19	11	46
4719	0	18	21	6	45
4720	0	16	15	5	36
4721	0	14	15	10	39
4722	0	15	24	1	40
4723	0	13	17	6	36
4724	0	22	22	6	50
4725	0	20	13	5	38
4726	0	16	16	11	43
4727	0	15	15	4	34
4728	0	13	18	6	37
4729	0	19	18	5	42
4730	0	19	22	7	48
4731	0	21	25	5	51
4732	0	17	17	7	41
4733	0	10	20	6	36
4734	0	13	24	7	44
4735	0	16	23	5	44
4736	0	11	20	7	38
4737	0	19	15	6	40
4738	0	23	22	2	47
4739	0	18	15	7	40
4740	0	14	25	4	43
4741	0	13	16	11	40
4742	0	22	16	7	45
4743	0	17	21	6	44
4744	0	16	22	6	44
4745	0	15	15	8	38
4746	0	14	17	3	34
4747	0	21	20	10	51
4748	0	15	27	2	44
4749	0	22	25	7	54
4750	0	19	15	5	39
4751	0	23	27	3	53
4752	0	18	17	8	43
4753	0	16	20	5	41
4754	0	24	16	6	46
4755	0	9	18	9	36
4756	0	17	24	8	49
4757	0	21	16	7	44
4758	0	12	30	3	45
4759	0	14	26	12	52
4760	0	24	17	5	46
4761	0	15	22	4	41
4762	0	13	23	5	41
4763	0	17	20	9	46
4764	0	16	19	7	42
4765	0	27	16	10	53
4766	0	16	16	10	42
4767	0	19	28	8	55
4768	0	12	16	12	40
4769	0	11	19	4	34
4770	0	13	16	6	35
4771	0	16	24	8	48
4772	0	21	19	6	46
4773	0	17	24	3	44
4774	0	18	20	5	43
4775	0	13	12	7	32
4776	0	10	29	11	50
4777	0	16	18	8	42
4778	0	22	17	5	44
4779	0	15	22	7	44
4780	0	11	23	6	40
4781	0	14	23	5	42
4782	0	19	17	7	43
4783	0	16	20	6	42
4784	0	23	16	4	43
4785	0	16	23	4	43
4786	0	14	16	6	36
4787	0	16	37	2	55
4788	0	10	16	5	31
4789	0	18	16	12	46
4790	0	16	24	5	45
4791	0	14	15	4	33
4792	0	16	36	10	62
4793	0	15	22	10	47
4794	0	23	24	8	55
4795	0	12	14	4	30
4796	0	20	21	8	49
4797	0	17	24	4	45
4798	0	16	22	9	47
4799	0	20	23	5	48
4800	0	17	14	7	38
4801	0	18	13	2	33
4802	0	22	19	5	46
4803	0	9	15	4	28
4804	0	23	17	2	42
4805	0	16	21	4	41
4806	0	10	16	5	31
4807	0	17	16	4	37
4808	0	15	21	7	43
4809	0	18	25	11	54
4810	0	15	26	9	50
4811	0	18	16	12	46
4812	0	13	18	5	36
4813	0	16	20	10	46
4814	0	13	13	8	34
4815	0	12	17	3	32
4816	0	14	16	7	37
4817	0	15	12	4	31
4818	0	11	22	4	37
4819	0	13	22	5	40
4820	0	20	27	10	57
4821	0	13	20	3	36
4822	0	16	30	8	54
4823	0	15	21	6	42
4824	0	10	19	5	34
4825	0	16	26	3	45
4826	0	15	29	7	51
4827	0	16	25	3	44
4828	0	10	18	6	34
4829	0	15	18	11	44
4830	0	19	22	9	50
4831	0	12	17	6	35
4832	0	16	24	6	46
4833	0	9	23	10	42
4834	0	20	25	7	52
4835	0	17	19	5	41
4836	0	15	28	5	48
4837	0	16	21	13	50
4838	0	16	23	7	46
4839	0	14	18	6	38
4840	0	18	17	6	41
4841	0	6	29	4	39
4842	0	18	13	7	38
4843	0	15	27	7	49
4844	0	12	29	6	47
4845	0	10	19	5	34
4846	0	18	22	6	46
4847	0	17	19	7	43
4848	0	12	17	4	33
4849	0	16	15	8	39
4850	0	21	20	7	48
4851	0	16	24	8	48
4852	0	14	27	8	49
4853	0	12	22	6	40
4854	0	22	16	5	43
4855	0	22	20	8	50
4856	0	24	20	8	52
4857	0	17	14	9	40
4858	0	18	20	1	39
4859	0	14	20	2	36
4860	0	24	17	0	41
4861	0	18	22	2	42
4862	0	13	19	3	35
4863	0	16	33	6	55
4864	0	20	19	3	42
4865	0	20	18	6	44
4866	0	27	16	5	48
4867	0	12	23	7	42
4868	0	14	18	7	39
4869	0	18	16	9	43
4870	0	15	18	7	40
4871	0	16	32	8	56
4872	0	17	19	5	41
4873	0	13	20	6	39
4874	0	16	22	5	43
4875	0	21	22	3	46
4876	0	20	20	4	44
4877	0	16	19	7	42
4878	0	14	22	4	40
4879	0	9	21	7	37
4880	0	12	29	5	46
4881	0	10	19	9	38
4882	0	17	21	4	42
4883	0	21	19	4	44
4884	0	12	29	4	45
4885	0	16	26	8	50
4886	0	13	18	6	37
4887	0	17	22	3	42
4888	0	10	17	7	34
4889	0	22	11	7	40
4890	0	15	20	10	45
4891	0	18	21	3	42
4892	0	15	21	3	39
4893	0	19	12	3	34
4894	0	17	20	5	42
4895	0	14	14	5	33
4896	0	21	23	8	52
4897	0	17	28	1	46
4898	0	16	26	3	45
4899	0	10	17	6	33
4900	0	19	24	7	50
4901	0	15	14	6	35
4902	0	9	24	6	39
4903	0	13	20	5	38
4904	0	15	18	6	39
4905	0	8	20	13	41
4906	0	12	23	3	38
4907	0	20	16	5	41
4908	0	12	24	4	40
4909	0	8	23	2	33
4910	0	13	15	11	39
4911	0	18	16	10	44
4912	0	18	30	5	53
4913	0	14	20	5	39
4914	0	12	25	7	44
4915	0	14	20	6	40
4916	0	19	24	9	52
4917	0	12	21	6	39
4918	0	19	18	2	39
4919	0	14	18	6	38
4920	0	17	21	5	43
4921	0	17	14	8	39
4922	0	18	22	4	44
4923	0	19	20	13	52
4924	0	18	9	4	31
4925	0	14	19	7	40
4926	0	16	19	7	42
4927	0	21	19	3	43
4928	0	13	19	7	39
4929	0	20	16	3	39
4930	0	21	16	7	44
4931	0	16	18	7	41
4932	0	20	17	7	44
4933	0	16	15	4	35
4934	0	17	11	8	36
4935	0	17	27	4	48
4936	0	16	16	10	42
4937	0	13	18	4	35
4938	0	14	18	5	37
4939	0	16	19	9	44
4940	0	25	20	8	53
4941	0	15	12	10	37
4942	0	17	16	7	40
4943	0	20	21	5	46
4944	0	16	25	6	47
4945	0	10	24	6	40
4946	0	16	24	9	49
4947	0	11	19	7	37
4948	0	19	29	9	57
4949	0	18	22	2	42
4950	0	14	16	10	40
4951	0	12	13	8	33
4952	0	17	23	9	49
4953	0	14	17	4	35
4954	0	9	26	4	39
4955	0	13	21	8	42
4956	0	18	22	6	46
4957	0	15	19	6	40
4958	0	16	22	7	45
4959	0	19	23	7	49
4960	0	15	28	4	47
4961	0	14	20	14	48
4962	0	13	22	10	45
4963	0	12	14	15	41
4964	0	15	14	7	36
4965	0	12	25	6	43
4966	0	16	27	5	48
4967	0	13	18	4	35
4968	0	9	16	5	30
4969	0	18	13	12	43
4970	0	15	22	6	43
4971	0	16	20	8	44
4972	0	9	20	7	36
4973	0	11	23	10	44
4974	0	16	28	9	53
4975	0	13	16	3	32
4976	0	8	21	9	38
4977	0	12	12	9	33
4978	0	15	20	6	41
4979	0	11	18	9	38
4980	0	14	22	9	45
4981	0	14	25	13	52
4982	0	17	19	7	43
4983	0	15	18	14	47
4984	0	18	19	5	42
4985	0	11	14	4	29
4986	0	13	17	14	44
4987	0	16	16	13	45
4988	0	6	23	8	37
4989	0	18	18	13	49
4990	0	7	18	6	31
4991	0	6	29	5	40
4992	0	19	18	3	40
4993	0	11	32	3	46
4994	0	10	21	6	37
4995	0	17	18	8	43
4996	0	20	17	5	42
4997	0	7	23	11	41
4998	0	14	18	6	38
4999	0	13	15	6	34
5000	0	16	22	7	45
5001	0	14	13	9	36
5002	0	12	13	3	28
5003	0	21	18	3	42
5004	0	15	11	9	35
5005	0	14	14	7	35
5006	0	19	27	6	52
5007	0	20	17	6	43
5008	0	17	24	2	43
5009	0	10	21	6	37
5010	0	14	21	4	39
5011	0	21	19	5	45
5012	0	18	16	6	40
5013	0	14	17	6	37
5014	0	19	16	6	41
5015	0	13	25	2	40
5016	0	18	14	10	42
5017	0	17	20	2	39
5018	0	11	18	9	38
5019	0	14	14	7	35
5020	0	12	15	4	31
5021	0	14	23	9	46
5022	0	12	16	1	29
5023	0	13	15	6	34
5024	0	20	17	1	38
5025	0	10	9	5	24
5026	0	13	17	5	35
5027	0	15	14	10	39
5028	0	18	20	8	46
5029	0	9	22	8	39
5030	0	13	18	7	38
5031	0	10	33	2	45
5032	0	18	12	5	35
5033	0	10	15	4	29
5034	0	13	19	2	34
5035	0	12	19	11	42
5036	0	12	24	5	41
5037	0	14	13	4	31
5038	0	17	19	9	45
5039	0	13	16	9	38
5040	0	17	24	4	45
5041	0	12	15	5	32
5042	0	14	18	8	40
5043	0	12	18	10	40
5044	0	17	13	9	39
5045	0	12	16	7	35
5046	0	12	17	6	35
5047	0	12	24	7	43
5048	0	12	27	12	51
5049	0	14	19	5	38
5050	0	6	18	7	31
5051	0	10	18	8	36
5052	0	14	10	4	28
5053	0	13	14	2	29
5054	0	12	22	6	40
5055	0	15	14	5	34
5056	0	15	9	5	29
5057	0	11	18	5	34
5058	0	16	19	7	42
5059	0	20	13	6	39
5060	0	19	17	5	41
5061	0	15	19	4	38
5062	0	9	14	7	30
5063	0	8	18	5	31
5064	0	15	15	2	32
5065	0	12	19	9	40
5066	0	17	15	3	35
5067	0	25	21	3	49
5068	0	15	21	7	43
5069	0	19	15	5	39
5070	0	17	24	3	44
5071	0	15	16	4	35
5072	0	16	26	4	46
5073	0	17	21	2	40
5074	0	16	18	6	40
5075	0	19	15	6	40
5076	0	13	14	8	35
5077	0	22	20	5	47
5078	0	11	14	5	30
5079	0	12	21	5	38
5080	0	12	17	4	33
5081	0	10	25	6	41
5082	0	14	10	4	28
5083	0	11	13	6	30
5084	0	13	21	9	43
5085	0	15	13	5	33
5086	0	7	23	8	38
5087	0	16	11	8	35
5088	0	15	17	5	37
5089	0	15	19	3	37
5090	0	10	9	4	23
5091	0	17	15	6	38
5092	0	14	14	6	34
5093	0	14	15	8	37
5094	0	15	27	7	49
5095	0	15	16	3	34
5096	0	23	16	6	45
5097	0	17	11	8	36
5098	0	14	14	8	36
5099	0	14	18	6	38
5100	0	15	15	5	35
5101	0	14	15	5	34
5102	0	9	19	4	32
5103	0	10	20	7	37
5104	0	9	10	6	25
5105	0	12	23	7	42
5106	0	12	21	5	38
5107	0	15	20	7	42
5108	0	17	12	3	32
5109	0	16	18	9	43
5110	0	22	21	6	49
5111	0	14	25	5	44
5112	0	9	11	4	24
5113	0	12	18	2	32
5114	0	18	22	7	47
5115	0	13	10	6	29
5116	0	12	14	5	31
5117	0	11	14	7	32
5118	0	11	15	9	35
5119	0	20	15	7	42
5120	0	14	22	5	41
5121	0	9	16	5	30
5122	0	18	18	8	44
5123	0	12	10	7	29
5124	0	13	14	6	33
5125	0	15	19	9	43
5126	0	18	21	7	46
5127	0	9	17	7	33
5128	0	12	15	9	36
5129	0	7	16	8	31
5130	0	12	16	5	33
5131	0	10	21	8	39
5132	0	9	11	7	27
5133	0	14	20	8	42
5134	0	16	10	4	30
5135	0	16	18	5	39
5136	0	12	11	4	27
5137	0	15	19	5	39
5138	0	19	17	6	42
5139	0	15	22	6	43
5140	0	11	20	11	42
5141	0	10	27	8	45
5142	0	15	7	4	26
5143	0	20	12	9	41
5144	0	6	19	4	29
5145	0	8	12	6	26
5146	0	13	17	6	36
5147	0	7	16	8	31
5148	0	15	10	6	31
5149	0	13	25	6	44
5150	0	22	17	8	47
5151	0	11	23	6	40
5152	0	20	18	8	46
5153	0	11	17	10	38
5154	0	12	15	6	33
5155	0	12	13	7	32
5156	0	14	17	6	37
5157	0	10	14	8	32
5158	0	14	17	6	37
5159	0	12	16	3	31
5160	0	8	18	5	31
5161	0	14	15	5	34
5162	0	13	18	1	32
5163	0	13	15	7	35
5164	0	8	24	3	35
5165	0	8	19	4	31
5166	0	10	17	9	36
5167	0	16	15	9	40
5168	0	14	14	4	32
5169	0	18	22	2	42
5170	0	13	20	7	40
5171	0	20	19	4	43
5172	0	13	13	6	32
5173	0	11	23	8	42
5174	0	14	10	6	30
5175	0	14	14	9	37
5176	0	13	18	3	34
5177	0	17	19	5	41
5178	0	16	16	6	38
5179	0	9	13	7	29
5180	0	13	13	5	31
5181	0	10	12	6	28
5182	0	16	17	5	38
5183	0	18	21	5	44
5184	0	9	21	1	31
5185	0	9	17	6	32
5186	0	11	18	3	32
5187	0	18	15	3	36
5188	0	16	21	8	45
5189	0	10	19	6	35
5190	0	22	21	3	46
5191	0	12	18	4	34
5192	0	14	15	7	36
5193	0	10	21	4	35
5194	0	23	11	6	40
5195	0	11	19	2	32
5196	0	11	22	4	37
5197	0	12	16	8	36
5198	0	13	15	6	34
5199	0	14	17	6	37
5200	0	20	14	5	39
5201	0	13	17	5	35
5202	0	9	17	6	32
5203	0	18	13	2	33
5204	0	10	18	2	30
5205	0	15	26	6	47
5206	0	19	13	5	37
5207	0	23	17	4	44
5208	0	13	15	9	37
5209	0	16	18	5	39
5210	0	17	24	4	45
5211	0	14	17	5	36
5212	0	9	15	5	29
5213	0	8	17	6	31
5214	0	16	15	5	36
5215	0	14	20	3	37
5216	0	10	23	4	37
5217	0	7	16	3	26
5218	0	11	13	4	28
5219	0	8	23	10	41
5220	0	11	17	4	32
5221	0	15	21	4	40
5222	0	12	18	2	32
5223	0	10	20	6	36
5224	0	12	21	11	44
5225	0	20	17	7	44
5226	0	13	17	8	38
5227	0	7	19	6	32
5228	0	15	16	3	34
5229	0	11	21	5	37
5230	0	17	15	8	40
5231	0	12	17	2	31
5232	0	14	21	9	44
5233	0	15	14	5	34
5234	0	15	16	5	36
5235	0	15	20	10	45
5236	0	13	18	5	36
5237	0	15	22	1	38
5238	0	13	16	2	31
5239	0	10	16	12	38
5240	0	11	21	4	36
5241	0	14	24	4	42
5242	0	16	11	6	33
5243	0	13	11	4	28
5244	0	14	21	4	39
5245	0	15	13	10	38
5246	0	14	9	7	30
5247	0	4	15	7	26
5248	0	20	15	5	40
5249	0	16	16	4	36
5250	0	12	14	6	32
5251	0	12	14	7	33
5252	0	10	13	4	27
5253	0	9	16	4	29
5254	0	13	14	2	29
5255	0	16	17	6	39
5256	0	15	22	2	39
5257	0	11	18	4	33
5258	0	14	14	4	32
5259	0	15	18	1	34
5260	0	8	13	5	26
5261	0	18	14	6	38
5262	0	10	13	4	27
5263	0	13	10	2	25
5264	0	6	16	2	24
5265	0	16	18	3	37
5266	0	16	22	3	41
5267	0	12	14	7	33
5268	0	8	17	3	28
5269	0	10	14	7	31
5270	0	11	13	4	28
5271	0	14	21	4	39
5272	0	13	17	4	34
5273	0	26	17	8	51
5274	0	15	19	6	40
5275	0	10	16	5	31
5276	0	17	10	6	33
5277	0	8	14	8	30
5278	0	14	19	3	36
5279	0	13	14	6	33
5280	0	13	17	4	34
5281	0	17	17	6	40
5282	0	22	17	4	43
5283	0	18	21	3	42
5284	0	22	17	4	43
5285	0	13	19	5	37
5286	0	9	19	5	33
5287	0	20	16	4	40
5288	0	8	17	3	28
5289	0	22	18	9	49
5290	0	11	15	5	31
5291	0	12	16	6	34
5292	0	17	23	8	48
5293	0	14	20	13	47
5294	0	11	18	3	32
5295	0	19	17	3	39
5296	0	15	24	6	45
5297	0	10	12	2	24
5298	0	15	17	5	37
5299	0	9	16	4	29
5300	0	13	12	1	26
5301	0	11	11	9	31
5302	0	9	19	2	30
5303	0	12	10	14	36
5304	0	5	14	9	28
5305	0	15	19	7	41
5306	0	9	14	8	31
5307	0	11	15	2	28
5308	0	16	14	3	33
5309	0	14	20	4	38
5310	0	13	17	3	33
5311	0	16	13	5	34
5312	0	9	18	4	31
5313	0	10	9	7	26
5314	0	10	12	5	27
5315	0	14	17	4	35
5316	0	11	18	2	31
5317	0	15	16	3	34
5318	0	11	17	7	35
5319	0	11	19	7	37
5320	0	16	17	7	40
5321	0	14	13	1	28
5322	0	13	18	7	38
5323	0	17	21	3	41
5324	0	9	11	7	27
5325	0	16	14	5	35
5326	0	8	25	3	36
5327	0	7	20	4	31
5328	0	11	15	9	35
5329	0	6	11	7	24
5330	0	12	19	6	37
5331	0	11	21	7	39
5332	0	18	17	7	42
5333	0	7	15	2	24
5334	0	16	22	4	42
5335	0	17	22	3	42
5336	0	12	16	5	33
5337	0	18	16	5	39
5338	0	12	13	6	31
5339	0	16	10	12	38
5340	0	6	15	8	29
5341	0	11	15	9	35
5342	0	10	12	3	25
5343	0	9	23	2	34
5344	0	17	23	4	44
5345	0	14	16	3	33
5346	0	12	12	6	30
5347	0	21	16	6	43
5348	0	10	9	5	24
5349	0	17	9	4	30
5350	0	11	13	6	30
5351	0	16	21	5	42
5352	0	14	24	8	46
5353	0	10	12	5	27
5354	0	20	18	3	41
5355	0	11	30	6	47
5356	0	11	13	4	28
5357	0	14	15	4	33
5358	0	15	14	8	37
5359	0	11	13	4	28
5360	0	16	16	4	36
5361	0	13	11	7	31
5362	0	12	13	6	31
5363	0	4	6	4	14
5364	0	12	18	6	36
5365	0	10	13	9	32
5366	0	7	12	4	23
5367	0	14	17	11	42
5368	0	9	23	3	35
5369	0	20	13	1	34
5370	0	17	19	7	43
5371	0	10	17	7	34
5372	0	11	19	5	35
5373	0	14	14	8	36
5374	0	10	14	5	29
5375	0	12	12	6	30
5376	0	9	16	3	28
5377	0	7	22	5	34
5378	0	23	24	4	51
5379	0	20	13	3	36
5380	0	12	17	5	34
5381	0	16	12	4	32
5382	0	10	11	1	22
5383	0	12	16	3	31
5384	0	8	16	4	28
5385	0	11	17	2	30
5386	0	9	21	6	36
5387	0	16	14	6	36
5388	0	13	13	4	30
5389	0	14	11	6	31
5390	0	9	11	4	24
5391	0	20	14	6	40
5392	0	10	11	5	26
5393	0	7	12	3	22
5394	0	13	12	4	29
5395	0	13	18	6	37
5396	0	14	13	2	29
5397	0	4	16	4	24
5398	0	9	16	1	26
5399	0	6	19	3	28
5400	0	16	17	5	38
5401	0	9	19	5	33
5402	0	19	16	5	40
5403	0	12	12	8	32
5404	0	12	18	10	40
5405	0	12	15	3	30
5406	0	11	17	2	30
5407	0	13	17	5	35
5408	0	15	18	4	37
5409	0	18	15	8	41
5410	0	18	16	6	40
5411	0	11	18	9	38
5412	0	10	16	5	31
5413	0	9	14	4	27
5414	0	17	19	2	38
5415	0	10	17	2	29
5416	0	14	17	1	32
5417	0	12	24	5	41
5418	0	18	8	4	30
5419	0	16	8	2	26
5420	0	16	17	4	37
5421	0	10	17	5	32
5422	0	12	11	10	33
5423	0	13	18	3	34
5424	0	12	15	2	29
5425	0	15	13	4	32
5426	0	17	17	4	38
5427	0	13	11	7	31
5428	0	11	15	3	29
5429	0	8	21	6	35
5430	0	10	19	7	36
5431	0	3	12	3	18
5432	0	9	12	5	26
5433	0	10	19	0	29
5434	0	8	16	2	26
5435	0	17	21	2	40
5436	0	12	9	6	27
5437	0	13	17	12	42
5438	0	13	19	2	34
5439	0	10	21	4	35
5440	0	9	20	3	32
5441	0	11	10	3	24
5442	0	11	20	6	37
5443	0	13	16	10	39
5444	0	9	20	4	33
5445	0	12	13	6	31
5446	0	18	9	3	30
5447	0	13	17	11	41
5448	0	13	10	4	27
5449	0	16	14	3	33
5450	0	13	18	4	35
5451	0	8	14	10	32
5452	0	7	15	4	26
5453	0	8	22	1	31
5454	0	13	9	7	29
5455	0	14	23	4	41
5456	0	11	15	12	38
5457	0	16	15	2	33
5458	0	11	13	6	30
5459	0	9	19	6	34
5460	0	5	23	14	42
5461	0	8	16	5	29
5462	0	10	16	4	30
5463	0	23	12	3	38
5464	0	18	12	6	36
5465	0	6	18	7	31
5466	0	13	15	3	31
5467	0	13	15	4	32
5468	0	12	16	5	33
5469	0	7	18	5	30
5470	0	9	17	3	29
5471	0	7	15	5	27
5472	0	10	13	6	29
5473	0	10	12	5	27
5474	0	9	16	7	32
5475	0	14	11	4	29
5476	0	16	14	4	34
5477	0	13	21	6	40
5478	0	17	14	5	36
5479	0	15	13	6	34
5480	0	9	14	5	28
5481	0	14	18	5	37
5482	0	15	20	4	39
5483	0	8	17	6	31
5484	0	4	15	10	29
5485	0	11	16	5	32
5486	0	9	14	5	28
5487	0	11	11	4	26
5488	0	12	8	3	23
5489	0	12	13	4	29
5490	0	6	15	1	22
5491	0	9	17	2	28
5492	0	9	18	0	27
5493	0	16	14	8	38
5494	0	12	15	5	32
5495	0	13	10	5	28
5496	0	15	13	6	34
5497	0	11	6	8	25
5498	0	9	11	10	30
5499	0	21	21	1	43
5500	0	8	11	7	26
5501	0	16	10	1	27
5502	0	12	16	9	37
5503	0	7	18	2	27
5504	0	14	15	5	34
5505	0	16	15	5	36
5506	0	14	19	1	34
5507	0	8	12	5	25
5508	0	7	17	8	32
5509	0	16	8	3	27
5510	0	14	15	5	34
5511	0	14	17	1	32
