Fragment_length	Missing_sites	CCGG-CCGG	CCGG-GCGC	GCGC-GCGC	Sum
7680	0	3	6	2	11
7681	0	3	3	2	8
7682	0	4	7	3	14
7683	0	8	4	1	13
7684	0	6	6	3	15
7685	0	3	3	1	7
7686	0	6	9	1	16
7687	0	2	7	5	14
7688	0	8	9	3	20
7689	0	3	1	0	4
7690	0	5	9	0	14
7691	0	5	4	3	12
7692	0	2	5	2	9
7693	0	7	4	1	12
7694	0	7	6	4	17
7695	0	4	7	3	14
7696	0	2	8	0	10
7697	0	8	5	0	13
7698	0	3	5	1	9
7699	0	3	6	3	12
7700	0	3	5	3	11
7701	0	4	3	3	10
7702	0	5	5	1	11
7703	0	1	5	1	7
7704	0	4	7	0	11
7705	0	4	9	2	15
7706	0	4	6	1	11
7707	0	3	7	1	11
7708	0	11	3	1	15
7709	0	1	8	0	9
7710	0	4	5	4	13
7711	0	2	6	1	9
7712	0	2	4	1	7
7713	0	3	3	1	7
7714	0	4	10	1	15
7715	0	12	5	1	18
7716	0	3	11	0	14
7717	0	2	6	2	10
7718	0	5	5	2	12
7719	0	4	6	0	10
7720	0	1	8	1	10
7721	0	6	6	1	13
7722	0	6	5	1	12
7723	0	5	1	2	8
7724	0	3	3	1	7
7725	0	1	8	3	12
7726	0	6	2	2	10
7727	0	7	8	0	15
7728	0	1	6	1	8
7729	0	6	7	1	14
7730	0	5	4	2	11
7731	0	6	9	1	16
7732	0	4	5	1	10
7733	0	3	9	2	14
7734	0	5	1	2	8
7735	0	7	2	3	12
7736	0	3	2	2	7
7737	0	6	7	2	15
7738	0	3	5	0	8
7739	0	2	6	2	10
7740	0	2	6	0	8
7741	0	1	2	1	4
7742	0	1	3	0	4
7743	0	7	7	2	16
7744	0	5	7	1	13
7745	0	3	2	0	5
7746	0	1	5	2	8
7747	0	8	6	1	15
7748	0	3	7	2	12
7749	0	4	2	0	6
7750	0	6	2	1	9
7751	0	4	3	3	10
7752	0	7	5	3	15
7753	0	2	5	1	8
7754	0	5	3	1	9
7755	0	5	5	1	11
7756	0	9	5	4	18
7757	0	3	3	1	7
7758	0	3	6	1	10
7759	0	4	4	1	9
7760	0	7	3	1	11
7761	0	3	10	2	15
7762	0	3	4	1	8
7763	0	7	4	2	13
7764	0	5	5	1	11
7765	0	3	8	1	12
7766	0	4	3	1	8
7767	0	4	6	1	11
7768	0	1	6	2	9
7769	0	2	5	0	7
7770	0	0	6	0	6
7771	0	3	9	0	12
7772	0	3	10	0	13
7773	0	3	10	1	14
7774	0	4	2	2	8
7775	0	8	5	0	13
7776	0	3	4	2	9
7777	0	5	4	1	10
7778	0	3	7	1	11
7779	0	6	4	3	13
7780	0	0	4	4	8
7781	0	3	5	3	11
7782	0	7	4	1	12
7783	0	3	3	3	9
7784	0	1	2	2	5
7785	0	3	8	3	14
7786	0	2	2	1	5
7787	0	5	4	2	11
7788	0	3	5	2	10
7789	0	3	3	2	8
7790	0	3	10	1	14
7791	0	6	9	2	17
7792	0	6	4	1	11
7793	0	7	6	1	14
7794	0	5	9	3	17
7795	0	4	7	3	14
7796	0	9	7	0	16
7797	0	5	7	0	12
7798	0	5	7	2	14
7799	0	7	2	2	11
7800	0	5	8	3	16
7801	0	4	4	1	9
7802	0	6	7	3	16
7803	0	3	6	0	9
7804	0	1	7	3	11
7805	0	4	10	0	14
7806	0	4	3	0	7
7807	0	4	3	3	10
7808	0	2	4	2	8
7809	0	6	5	1	12
7810	0	2	6	3	11
7811	0	0	8	1	9
7812	0	4	9	2	15
7813	0	6	6	3	15
7814	0	3	4	0	7
7815	0	3	3	2	8
7816	0	3	5	2	10
7817	0	3	1	1	5
7818	0	9	4	2	15
7819	0	2	6	1	9
7820	0	9	6	1	16
7821	0	2	0	5	7
7822	0	6	6	0	12
7823	0	5	7	3	15
7824	0	5	6	2	13
7825	0	6	7	4	17
7826	0	4	4	3	11
7827	0	4	7	1	12
7828	0	3	5	1	9
7829	0	6	3	0	9
7830	0	2	3	2	7
7831	0	5	5	0	10
7832	0	3	11	2	16
7833	0	4	6	1	11
7834	0	6	5	4	15
7835	0	3	0	3	6
7836	0	7	4	1	12
7837	0	3	4	2	9
7838	0	7	6	1	14
7839	0	3	1	2	6
7840	0	2	8	4	14
7841	0	6	9	0	15
7842	0	2	8	5	15
7843	0	4	11	1	16
7844	0	4	6	2	12
7845	0	0	4	1	5
7846	0	2	7	0	9
7847	0	3	7	3	13
7848	0	6	2	1	9
7849	0	4	5	1	10
7850	0	7	1	3	11
7851	0	8	5	1	14
7852	0	4	9	1	14
7853	0	4	2	0	6
7854	0	6	6	3	15
7855	0	4	4	1	9
7856	0	2	8	3	13
7857	0	4	5	3	12
7858	0	2	5	3	10
7859	0	6	1	2	9
7860	0	2	5	1	8
7861	0	7	7	0	14
7862	0	5	6	2	13
7863	0	7	4	0	11
7864	0	3	5	1	9
7865	0	4	4	4	12
7866	0	3	5	4	12
7867	0	4	9	1	14
7868	0	5	3	1	9
7869	0	5	1	1	7
7870	0	4	6	0	10
7871	0	1	8	2	11
7872	0	7	5	3	15
7873	0	2	2	3	7
7874	0	7	6	4	17
7875	0	4	9	3	16
7876	0	2	10	0	12
7877	0	5	5	4	14
7878	0	6	4	1	11
7879	0	5	6	1	12
7880	0	10	8	2	20
7881	0	5	6	1	12
7882	0	4	4	1	9
7883	0	3	8	0	11
7884	0	7	3	3	13
7885	0	3	3	1	7
7886	0	4	2	1	7
7887	0	9	1	2	12
7888	0	3	3	2	8
7889	0	3	7	1	11
7890	0	5	6	1	12
7891	0	4	10	1	15
7892	0	6	0	2	8
7893	0	3	9	0	12
7894	0	5	7	2	14
7895	0	3	8	4	15
7896	0	4	5	2	11
7897	0	4	5	1	10
7898	0	3	7	0	10
7899	0	3	2	0	5
7900	0	3	5	3	11
7901	0	0	5	3	8
7902	0	7	5	0	12
7903	0	3	4	1	8
7904	0	7	6	1	14
7905	0	2	9	0	11
7906	0	2	7	2	11
7907	0	4	1	3	8
7908	0	3	3	3	9
7909	0	3	6	0	9
7910	0	3	6	4	13
7911	0	2	5	0	7
7912	0	4	5	0	9
7913	0	4	5	1	10
7914	0	7	6	1	14
7915	0	4	3	2	9
7916	0	0	6	4	10
7917	0	4	3	4	11
7918	0	9	8	2	19
7919	0	4	1	1	6
7920	0	3	7	2	12
7921	0	7	3	5	15
7922	0	1	1	3	5
7923	0	3	4	3	10
7924	0	3	6	1	10
7925	0	3	7	0	10
7926	0	2	4	0	6
7927	0	7	8	0	15
7928	0	6	3	2	11
7929	0	2	5	1	8
7930	0	1	7	4	12
7931	0	5	8	0	13
7932	0	2	7	3	12
7933	0	5	5	2	12
7934	0	5	2	0	7
7935	0	5	8	3	16
7936	0	4	8	2	14
7937	0	7	6	0	13
7938	0	3	9	1	13
7939	0	2	9	4	15
7940	0	8	6	2	16
7941	0	0	3	2	5
7942	0	4	4	1	9
7943	0	3	6	0	9
7944	0	1	2	2	5
7945	0	4	8	4	16
7946	0	2	5	1	8
7947	0	2	8	2	12
7948	0	4	5	0	9
7949	0	1	3	3	7
7950	0	3	4	4	11
7951	0	6	2	0	8
7952	0	3	4	1	8
7953	0	3	5	1	9
7954	0	3	5	2	10
7955	0	6	3	4	13
7956	0	2	4	1	7
7957	0	2	4	2	8
7958	0	3	2	1	6
7959	0	4	5	1	10
7960	0	1	6	2	9
7961	0	3	5	0	8
7962	0	5	8	1	14
7963	0	6	5	2	13
7964	0	6	4	2	12
7965	0	4	3	1	8
7966	0	6	1	0	7
7967	0	6	5	2	13
7968	0	4	0	1	5
7969	0	5	5	1	11
7970	0	2	3	0	5
7971	0	4	7	2	13
7972	0	1	4	2	7
7973	0	6	6	2	14
7974	0	3	3	1	7
7975	0	3	2	2	7
7976	0	0	10	0	10
7977	0	8	8	1	17
7978	0	7	4	1	12
7979	0	5	5	0	10
7980	0	1	4	1	6
7981	0	4	8	0	12
7982	0	6	5	3	14
7983	0	7	2	1	10
7984	0	8	5	2	15
7985	0	6	5	2	13
7986	0	8	3	1	12
7987	0	1	5	1	7
7988	0	4	3	1	8
7989	0	4	6	1	11
7990	0	2	8	2	12
7991	0	5	2	0	7
7992	0	6	1	0	7
7993	0	3	9	0	12
7994	0	1	3	1	5
7995	0	7	5	1	13
7996	0	3	7	3	13
7997	0	4	9	0	13
7998	0	6	4	4	14
7999	0	4	4	1	9
8000	0	0	7	1	8
8001	0	9	4	1	14
8002	0	4	5	0	9
8003	0	1	2	2	5
8004	0	5	3	2	10
8005	0	1	4	1	6
8006	0	2	6	0	8
8007	0	3	3	4	10
8008	0	1	5	0	6
8009	0	3	3	0	6
8010	0	10	6	2	18
8011	0	1	1	0	2
8012	0	4	4	4	12
8013	0	1	5	1	7
8014	0	3	4	1	8
8015	0	6	4	1	11
8016	0	5	3	3	11
8017	0	5	3	1	9
8018	0	3	2	1	6
8019	0	2	5	3	10
8020	0	0	4	1	5
8021	0	4	8	1	13
8022	0	3	4	2	9
8023	0	3	4	2	9
8024	0	6	8	2	16
8025	0	1	6	2	9
8026	0	1	5	0	6
8027	0	3	1	1	5
8028	0	0	5	1	6
8029	0	2	4	3	9
8030	0	4	6	3	13
8031	0	2	3	0	5
8032	0	3	0	1	4
8033	0	3	4	1	8
8034	0	2	7	2	11
8035	0	2	3	2	7
8036	0	5	2	3	10
8037	0	3	3	3	9
8038	0	3	7	2	12
8039	0	4	4	3	11
8040	0	3	7	1	11
8041	0	3	7	4	14
8042	0	4	6	2	12
8043	0	5	7	0	12
8044	0	2	4	1	7
8045	0	2	1	1	4
8046	0	5	2	0	7
8047	0	1	7	1	9
8048	0	3	8	1	12
8049	0	4	1	0	5
8050	0	5	5	2	12
8051	0	3	2	2	7
8052	0	5	5	4	14
8053	0	4	5	1	10
8054	0	4	5	1	10
8055	0	4	4	2	10
8056	0	2	3	3	8
8057	0	3	6	1	10
8058	0	4	2	2	8
8059	0	6	3	3	12
8060	0	1	6	2	9
8061	0	0	7	1	8
8062	0	6	6	1	13
8063	0	4	6	0	10
8064	0	8	2	2	12
8065	0	5	7	0	12
8066	0	2	4	2	8
8067	0	2	9	0	11
8068	0	5	6	1	12
8069	0	4	5	1	10
8070	0	7	3	2	12
8071	0	2	5	1	8
8072	0	3	10	2	15
8073	0	4	1	5	10
8074	0	2	8	3	13
8075	0	4	4	2	10
8076	0	4	3	2	9
8077	0	1	3	4	8
8078	0	1	6	4	11
8079	0	2	7	0	9
8080	0	5	4	1	10
8081	0	1	4	1	6
8082	0	1	8	2	11
8083	0	2	3	0	5
8084	0	5	5	2	12
8085	0	6	3	2	11
8086	0	5	8	1	14
8087	0	4	6	2	12
8088	0	4	5	1	10
8089	0	7	6	1	14
8090	0	4	5	1	10
8091	0	5	5	5	15
8092	0	1	5	2	8
8093	0	5	2	0	7
8094	0	3	5	6	14
8095	0	6	6	1	13
8096	0	2	15	1	18
8097	0	2	4	2	8
8098	0	4	4	1	9
8099	0	5	3	2	10
8100	0	7	9	2	18
8101	0	4	2	0	6
8102	0	1	1	0	2
8103	0	3	7	2	12
8104	0	3	1	1	5
8105	0	1	4	4	9
8106	0	2	3	1	6
8107	0	4	3	2	9
8108	0	2	2	2	6
8109	0	8	6	1	15
8110	0	4	5	2	11
8111	0	4	2	0	6
8112	0	4	3	1	8
8113	0	0	5	0	5
8114	0	6	10	1	17
8115	0	5	1	3	9
8116	0	3	4	0	7
8117	0	3	3	0	6
8118	0	2	7	2	11
8119	0	7	4	2	13
8120	0	4	4	2	10
8121	0	4	2	0	6
8122	0	5	4	2	11
8123	0	5	7	1	13
8124	0	3	2	0	5
8125	0	7	7	1	15
8126	0	3	4	0	7
8127	0	3	7	1	11
8128	0	1	2	1	4
8129	0	3	2	1	6
8130	0	4	6	2	12
8131	0	3	4	1	8
8132	0	7	4	0	11
8133	0	2	5	1	8
8134	0	6	11	1	18
8135	0	2	6	1	9
8136	0	3	3	2	8
8137	0	3	3	0	6
8138	0	6	7	3	16
8139	0	3	4	3	10
8140	0	5	7	1	13
8141	0	3	4	1	8
8142	0	4	8	1	13
8143	0	1	11	1	13
8144	0	4	7	2	13
8145	0	4	2	3	9
8146	0	11	8	3	22
8147	0	3	6	2	11
8148	0	6	4	1	11
8149	0	3	5	1	9
8150	0	10	2	1	13
8151	0	4	9	3	16
8152	0	2	4	2	8
8153	0	3	3	1	7
8154	0	4	13	1	18
8155	0	3	5	1	9
8156	0	4	4	5	13
8157	0	5	3	3	11
8158	0	1	3	3	7
8159	0	1	5	1	7
8160	0	5	8	1	14
8161	0	1	6	0	7
8162	0	2	4	2	8
8163	0	2	9	1	12
8164	0	8	3	2	13
8165	0	3	3	0	6
8166	0	3	2	1	6
8167	0	4	1	1	6
8168	0	4	6	2	12
8169	0	3	4	1	8
8170	0	4	1	0	5
8171	0	4	2	0	6
8172	0	8	5	2	15
8173	0	1	5	0	6
8174	0	4	3	2	9
8175	0	3	4	0	7
8176	0	9	4	4	17
8177	0	4	4	1	9
8178	0	6	2	2	10
8179	0	3	5	1	9
8180	0	7	6	1	14
8181	0	4	8	1	13
8182	0	3	9	0	12
8183	0	3	4	0	7
8184	0	2	1	0	3
8185	0	4	5	1	10
8186	0	0	6	1	7
8187	0	2	3	1	6
8188	0	8	4	2	14
8189	0	1	1	1	3
8190	0	1	3	2	6
8191	0	4	7	0	11
8192	0	1	2	2	5
8193	0	4	4	1	9
8194	0	3	4	0	7
8195	0	4	4	2	10
8196	0	2	2	2	6
8197	0	1	6	0	7
8198	0	3	4	0	7
8199	0	4	3	2	9
8200	0	1	6	0	7
8201	0	4	5	1	10
8202	0	1	6	1	8
8203	0	7	1	3	11
8204	0	6	3	2	11
8205	0	1	4	1	6
8206	0	3	4	2	9
8207	0	4	4	2	10
8208	0	3	6	1	10
8209	0	4	4	2	10
8210	0	3	5	1	9
8211	0	3	3	2	8
8212	0	6	4	1	11
8213	0	4	1	2	7
8214	0	3	3	1	7
8215	0	5	2	0	7
8216	0	1	1	1	3
8217	0	1	1	0	2
8218	0	2	5	1	8
8219	0	2	7	1	10
8220	0	3	2	2	7
8221	0	2	4	4	10
8222	0	4	5	1	10
8223	0	4	10	2	16
8224	0	3	5	2	10
8225	0	1	4	0	5
8226	0	6	1	2	9
8227	0	5	4	2	11
8228	0	2	3	3	8
8229	0	4	4	1	9
8230	0	4	3	1	8
8231	0	7	2	4	13
8232	0	5	5	1	11
8233	0	2	2	1	5
8234	0	1	3	2	6
8235	0	6	5	1	12
8236	0	1	5	0	6
8237	0	4	6	2	12
8238	0	1	3	1	5
8239	0	4	1	1	6
8240	0	3	3	1	7
8241	0	5	7	1	13
8242	0	3	2	3	8
8243	0	2	6	2	10
8244	0	4	8	1	13
8245	0	2	4	2	8
8246	0	5	5	1	11
8247	0	2	6	3	11
8248	0	6	3	0	9
8249	0	3	5	1	9
8250	0	5	5	2	12
8251	0	3	3	0	6
8252	0	3	8	3	14
8253	0	6	7	1	14
8254	0	2	5	3	10
8255	0	3	6	2	11
8256	0	0	7	1	8
8257	0	4	5	0	9
8258	0	1	7	2	10
8259	0	5	3	0	8
8260	0	3	5	1	9
8261	0	3	6	1	10
8262	0	4	4	0	8
8263	0	4	4	2	10
8264	0	4	6	3	13
8265	0	1	4	0	5
8266	0	2	1	2	5
8267	0	3	4	2	9
8268	0	4	5	2	11
8269	0	4	4	1	9
8270	0	3	10	3	16
8271	0	4	4	3	11
8272	0	3	6	2	11
8273	0	1	4	2	7
8274	0	3	9	2	14
8275	0	4	6	1	11
8276	0	2	5	1	8
8277	0	3	1	1	5
8278	0	4	4	1	9
8279	0	2	4	1	7
8280	0	3	2	1	6
8281	0	2	2	2	6
8282	0	4	5	0	9
8283	0	1	3	2	6
8284	0	0	2	1	3
8285	0	1	2	3	6
8286	0	3	5	1	9
8287	0	1	3	1	5
8288	0	3	1	1	5
8289	0	6	3	2	11
8290	0	3	4	0	7
8291	0	5	5	5	15
8292	0	3	5	3	11
8293	0	1	3	4	8
8294	0	4	0	0	4
8295	0	4	4	1	9
8296	0	4	7	3	14
8297	0	1	5	2	8
8298	0	3	2	1	6
8299	0	0	1	1	2
8300	0	1	7	0	8
8301	0	4	1	0	5
8302	0	4	7	3	14
8303	0	4	6	0	10
8304	0	1	8	2	11
8305	0	2	6	1	9
8306	0	4	3	0	7
8307	0	3	6	2	11
8308	0	3	2	1	6
8309	0	3	5	3	11
8310	0	5	3	3	11
8311	0	7	4	1	12
8312	0	3	4	2	9
8313	0	4	5	3	12
8314	0	5	2	2	9
8315	0	1	4	2	7
8316	0	2	6	0	8
8317	0	5	9	1	15
8318	0	2	3	0	5
8319	0	2	2	0	4
8320	0	4	4	1	9
8321	0	2	5	0	7
8322	0	3	4	0	7
8323	0	5	1	4	10
8324	0	6	5	4	15
8325	0	1	7	2	10
8326	0	4	1	2	7
8327	0	2	4	3	9
8328	0	2	1	0	3
8329	0	3	3	0	6
8330	0	4	1	0	5
8331	0	5	3	3	11
8332	0	2	2	2	6
8333	0	4	6	3	13
8334	0	6	4	5	15
8335	0	2	4	1	7
8336	0	3	4	2	9
8337	0	4	4	1	9
8338	0	2	5	2	9
8339	0	3	6	0	9
8340	0	1	4	2	7
8341	0	2	2	1	5
8342	0	2	8	0	10
8343	0	1	0	3	4
8344	0	2	2	0	4
8345	0	1	5	2	8
8346	0	4	5	4	13
8347	0	1	2	3	6
8348	0	5	1	1	7
8349	0	3	7	0	10
8350	0	3	7	1	11
8351	0	1	5	1	7
8352	0	3	4	1	8
8353	0	5	1	1	7
8354	0	3	6	0	9
8355	0	4	6	0	10
8356	0	0	4	3	7
8357	0	6	0	0	6
8358	0	5	2	3	10
8359	0	2	2	1	5
8360	0	0	3	1	4
8361	0	1	4	1	6
8362	0	6	2	4	12
8363	0	4	4	2	10
8364	0	5	3	1	9
8365	0	1	6	1	8
8366	0	2	4	2	8
8367	0	6	4	4	14
8368	0	3	5	1	9
8369	0	4	2	1	7
8370	0	4	2	2	8
8371	0	4	2	1	7
8372	0	4	4	0	8
8373	0	3	4	1	8
8374	0	5	5	1	11
8375	0	3	7	1	11
8376	0	2	6	1	9
8377	0	0	2	1	3
8378	0	7	3	4	14
8379	0	1	5	1	7
8380	0	3	5	0	8
8381	0	2	4	2	8
8382	0	3	6	1	10
8383	0	2	1	1	4
8384	0	2	4	1	7
8385	0	3	2	2	7
8386	0	6	3	1	10
8387	0	1	4	0	5
8388	0	3	3	2	8
8389	0	2	1	0	3
8390	0	1	3	2	6
8391	0	0	2	1	3
8392	0	3	4	2	9
8393	0	1	6	0	7
8394	0	3	1	2	6
8395	0	5	3	1	9
8396	0	3	1	1	5
8397	0	2	4	0	6
8398	0	5	5	1	11
8399	0	4	4	2	10
8400	0	1	7	0	8
8401	0	0	5	1	6
8402	0	2	7	1	10
8403	0	9	5	2	16
8404	0	7	3	2	12
8405	0	4	2	4	10
8406	0	2	3	3	8
8407	0	6	3	3	12
8408	0	6	4	0	10
8409	0	3	7	1	11
8410	0	6	2	4	12
8411	0	2	7	0	9
8412	0	2	1	1	4
8413	0	3	1	0	4
8414	0	5	4	0	9
8415	0	6	6	2	14
8416	0	3	4	3	10
8417	0	0	4	0	4
8418	0	6	5	1	12
8419	0	1	2	2	5
8420	0	3	7	0	10
8421	0	5	4	1	10
8422	0	3	2	2	7
8423	0	5	3	0	8
8424	0	1	3	2	6
8425	0	1	2	2	5
8426	0	4	4	3	11
8427	0	2	3	3	8
8428	0	3	6	2	11
8429	0	1	2	1	4
8430	0	3	5	2	10
8431	0	3	7	1	11
8432	0	3	2	1	6
8433	0	4	2	0	6
8434	0	4	3	1	8
8435	0	2	1	3	6
8436	0	2	2	2	6
8437	0	4	3	1	8
8438	0	1	1	0	2
8439	0	5	7	3	15
8440	0	4	7	2	13
8441	0	0	5	1	6
8442	0	3	6	0	9
8443	0	4	5	4	13
8444	0	0	1	1	2
8445	0	5	3	2	10
8446	0	3	5	0	8
8447	0	4	2	2	8
8448	0	3	2	2	7
8449	0	2	7	1	10
8450	0	1	5	1	7
8451	0	0	5	0	5
8452	0	3	1	2	6
8453	0	3	5	2	10
8454	0	5	4	1	10
8455	0	6	1	2	9
8456	0	5	7	0	12
8457	0	3	5	1	9
8458	0	1	4	1	6
8459	0	4	2	0	6
8460	0	1	4	1	6
8461	0	1	4	2	7
8462	0	2	2	1	5
8463	0	4	4	1	9
8464	0	3	3	3	9
8465	0	2	1	1	4
8466	0	2	4	3	9
8467	0	4	3	0	7
8468	0	0	7	0	7
8469	0	3	0	3	6
8470	0	2	2	1	5
8471	0	2	2	1	5
8472	0	0	3	1	4
8473	0	3	4	1	8
8474	0	4	2	2	8
8475	0	6	5	0	11
8476	0	5	4	1	10
8477	0	5	3	0	8
8478	0	4	3	1	8
8479	0	0	3	0	3
8480	0	3	4	1	8
8481	0	4	5	1	10
8482	0	8	1	2	11
8483	0	3	6	1	10
8484	0	1	3	0	4
8485	0	2	4	3	9
8486	0	6	4	0	10
8487	0	3	6	1	10
8488	0	3	4	2	9
8489	0	3	2	1	6
8490	0	7	1	3	11
8491	0	3	7	1	11
8492	0	2	5	0	7
8493	0	2	3	1	6
8494	0	5	3	1	9
8495	0	3	4	0	7
8496	0	3	6	3	12
8497	0	2	3	3	8
8498	0	0	3	2	5
8499	0	0	3	4	7
8500	0	1	6	2	9
8501	0	2	7	2	11
8502	0	1	3	2	6
8503	0	1	12	1	14
8504	0	1	2	0	3
8505	0	1	4	3	8
8506	0	5	2	2	9
8507	0	3	4	0	7
8508	0	2	3	2	7
8509	0	4	6	2	12
8510	0	3	9	1	13
8511	0	4	5	1	10
8512	0	2	3	0	5
8513	0	6	6	0	12
8514	0	5	3	2	10
8515	0	6	2	1	9
8516	0	1	4	1	6
8517	0	4	2	0	6
8518	0	3	4	2	9
8519	0	3	5	0	8
8520	0	0	4	1	5
8521	0	1	1	0	2
8522	0	4	0	2	6
8523	0	3	4	3	10
8524	0	6	3	0	9
8525	0	2	4	0	6
8526	0	7	3	1	11
8527	0	3	6	0	9
8528	0	5	4	1	10
8529	0	5	6	1	12
8530	0	2	2	1	5
8531	0	5	3	0	8
8532	0	4	5	1	10
8533	0	2	2	3	7
8534	0	2	3	0	5
8535	0	5	3	3	11
8536	0	2	3	1	6
8537	0	3	0	0	3
8538	0	1	4	0	5
8539	0	2	7	0	9
8540	0	3	1	2	6
8541	0	3	2	1	6
8542	0	3	2	0	5
8543	0	0	3	0	3
8544	0	2	4	0	6
8545	0	3	3	4	10
8546	0	4	1	2	7
8547	0	5	2	1	8
8548	0	3	2	0	5
8549	0	2	3	1	6
8550	0	2	6	0	8
8551	0	2	1	2	5
8552	0	2	3	0	5
8553	0	2	3	0	5
8554	0	5	6	3	14
8555	0	1	2	4	7
8556	0	1	7	2	10
8557	0	2	6	1	9
8558	0	5	3	2	10
8559	0	3	2	4	9
8560	0	3	5	2	10
8561	0	3	4	1	8
8562	0	6	1	3	10
8563	0	3	3	1	7
8564	0	3	7	0	10
8565	0	3	4	2	9
8566	0	8	4	1	13
8567	0	6	3	1	10
8568	0	3	3	0	6
8569	0	1	3	0	4
8570	0	3	4	1	8
8571	0	3	6	2	11
8572	0	3	2	1	6
8573	0	1	8	1	10
8574	0	4	6	1	11
8575	0	4	2	0	6
8576	0	2	3	1	6
8577	0	3	6	1	10
8578	0	2	2	3	7
8579	0	4	7	2	13
8580	0	4	3	1	8
8581	0	2	3	3	8
8582	0	3	2	1	6
8583	0	1	1	1	3
8584	0	1	4	4	9
8585	0	6	3	0	9
8586	0	5	2	2	9
8587	0	1	1	0	2
8588	0	4	4	2	10
8589	0	3	6	0	9
8590	0	1	6	0	7
8591	0	5	2	1	8
8592	0	3	1	3	7
8593	0	2	3	0	5
8594	0	3	4	2	9
8595	0	5	3	1	9
8596	0	5	8	0	13
8597	0	3	1	1	5
8598	0	0	1	0	1
8599	0	4	7	2	13
8600	0	2	2	0	4
8601	0	2	5	0	7
8602	0	1	0	0	1
8603	0	2	7	2	11
8604	0	5	2	2	9
8605	0	2	2	0	4
8606	0	4	2	1	7
8607	0	1	6	0	7
8608	0	4	4	1	9
8609	0	2	6	1	9
8610	0	0	6	1	7
8611	0	1	3	4	8
8612	0	4	1	2	7
8613	0	2	2	0	4
8614	0	1	4	3	8
8615	0	4	3	1	8
8616	0	2	4	3	9
8617	0	2	7	2	11
8618	0	2	3	0	5
8619	0	1	7	0	8
8620	0	2	3	2	7
8621	0	3	2	0	5
8622	0	1	2	1	4
8623	0	3	7	0	10
8624	0	4	2	0	6
8625	0	3	4	0	7
8626	0	2	3	0	5
8627	0	1	4	4	9
8628	0	2	3	2	7
8629	0	3	3	1	7
8630	0	4	3	0	7
8631	0	6	3	0	9
8632	0	3	2	0	5
8633	0	2	3	0	5
8634	0	3	4	1	8
8635	0	2	3	1	6
8636	0	0	2	2	4
8637	0	2	1	1	4
8638	0	4	2	2	8
8639	0	2	4	2	8
8640	0	2	5	1	8
8641	0	3	0	2	5
8642	0	0	4	2	6
8643	0	2	2	0	4
8644	0	2	4	1	7
8645	0	1	5	2	8
8646	0	6	3	1	10
8647	0	2	3	1	6
8648	0	3	3	1	7
8649	0	2	1	1	4
8650	0	2	3	0	5
8651	0	2	5	0	7
8652	0	4	1	1	6
8653	0	2	3	1	6
8654	0	4	1	0	5
8655	0	2	3	0	5
8656	0	1	3	2	6
8657	0	2	2	2	6
8658	0	4	3	1	8
8659	0	0	5	1	6
8660	0	1	2	3	6
8661	0	3	2	0	5
8662	0	4	4	1	9
8663	0	0	4	0	4
8664	0	3	4	2	9
8665	0	1	1	1	3
8666	0	4	3	0	7
8667	0	3	4	0	7
8668	0	6	1	0	7
8669	0	2	2	1	5
8670	0	2	2	1	5
8671	0	2	4	1	7
8672	0	4	2	0	6
8673	0	2	0	1	3
8674	0	1	2	1	4
8675	0	3	6	1	10
8676	0	0	4	0	4
8677	0	3	6	1	10
8678	0	4	6	0	10
8679	0	3	4	3	10
8680	0	3	5	0	8
8681	0	2	2	1	5
8682	0	2	2	2	6
8683	0	4	2	1	7
8684	0	1	4	2	7
8685	0	6	7	1	14
8686	0	2	4	1	7
8687	0	1	7	1	9
8688	0	1	1	1	3
8689	0	6	2	0	8
8690	0	2	8	0	10
8691	0	6	3	1	10
8692	0	3	3	2	8
8693	0	1	2	2	5
8694	0	3	6	0	9
8695	0	0	3	1	4
8696	0	4	6	3	13
8697	0	1	8	0	9
8698	0	3	2	0	5
8699	0	1	7	1	9
8700	0	4	1	2	7
8701	0	1	2	0	3
8702	0	3	1	0	4
8703	0	3	2	0	5
8704	0	3	7	1	11
8705	0	2	4	2	8
8706	0	5	6	2	13
8707	0	2	2	1	5
8708	0	3	4	1	8
8709	0	3	4	2	9
8710	0	1	4	1	6
8711	0	2	6	1	9
8712	0	5	3	2	10
8713	0	4	2	1	7
8714	0	3	4	1	8
8715	0	4	5	1	10
8716	0	0	4	1	5
8717	0	2	3	0	5
8718	0	4	2	0	6
8719	0	1	2	0	3
8720	0	3	2	1	6
8721	0	1	3	2	6
8722	0	2	3	2	7
8723	0	3	3	1	7
8724	0	3	2	2	7
8725	0	6	3	1	10
8726	0	2	2	2	6
8727	0	3	3	1	7
8728	0	1	7	2	10
8729	0	4	3	1	8
8730	0	4	3	2	9
8731	0	1	1	0	2
8732	0	1	4	1	6
8733	0	2	6	1	9
8734	0	2	3	0	5
8735	0	4	2	1	7
8736	0	1	2	1	4
8737	0	5	5	0	10
8738	0	3	5	0	8
8739	0	2	3	1	6
8740	0	3	2	2	7
8741	0	1	4	1	6
8742	0	4	4	0	8
8743	0	2	5	1	8
8744	0	2	6	1	9
8745	0	2	3	0	5
8746	0	2	3	1	6
8747	0	4	3	2	9
8748	0	6	8	1	15
8749	0	2	3	1	6
8750	0	1	7	2	10
8751	0	1	2	1	4
8752	0	2	2	1	5
